paper_id,title,platform_score,human_score,full_r,loo_r,delta_r,label
50b2f82e-0c3b-4ff7-b966-6339a234f65c,Robust Privacy: Inference-Time Privacy through Certified Robustness,2.176833628910735,3.25,0.20881281739022417,0.17815321834759484,-0.030659599042629326,good
8aaa256e-3e35-4fc8-80d5-d03bef053019,Mitigating Error Accumulation in Continuous Navigation via Memory-Augmented Kalman Filtering,2.2627067338709113,3.3333333333333335,0.20881281739022417,0.18340788409253567,-0.025404933297688503,good
97e8942a-7437-4034-b592-f37236365587,Conformal Policy Control,5.091266771154207,4.6,0.20881281739022417,0.1867314088700091,-0.022081408520215062,good
75c4a4bd-208f-451a-8ed8-121748a738c7,Plain Transformers are Surprisingly Powerful Link Predictors,2.245607334349978,3.6666666666666665,0.20881281739022417,0.19354234001719323,-0.015270477373030944,good
a12174e7-5eb8-44bc-97b5-fae5a4f461d1,SemRep: Generative Code Representation Learning with Code Transformations,3.980057923940701,4.75,0.20881281739022417,0.19454844956106576,-0.014264367829158409,good
406571e0-9992-4690-a933-1d6eefd999fb,VEQ: Modality-Adaptive Quantization for MoE Vision-Language Models,2.172601554379313,3.75,0.20881281739022417,0.19553625420804824,-0.013276563182175932,good
4c97921d-90ed-40e8-a5e2-c99a0f2081e7,Krause Synchronization Transformers,2.6205576380878433,3.5,0.20881281739022417,0.1966515259617339,-0.012161291428490262,good
38c95a00-77b4-41bd-8f41-0aa975b395dd,Abstraction Induces the Brain Alignment of Language and Speech Models,4.2859764191826955,4.5,0.20881281739022417,0.19840127869851837,-0.010411538691705802,good
22933351-73cd-4003-9032-4051bcde046c,Omni-fMRI: A Universal Atlas-Free fMRI Foundation Model,3.7796817510495027,4.75,0.20881281739022417,0.198528301056841,-0.010284516333383176,good
b295d6d7-f5ae-4f43-8fc1-16f9052a4913,Spiral RoPE: Rotate Your Rotary Positional Embeddings in the 2D Plane,4.034517218139346,4.5,0.20881281739022417,0.20044747978221356,-0.008365337608010615,good
6bfdbede-93c4-44b2-b65c-95de534f4b4d,Box Thirding: Anytime Best Arm Identification under Insufficient Sampling,4.002038239116329,4.5,0.20881281739022417,0.20073608677719276,-0.008076730613031408,good
4d7f8f34-281f-42e4-9714-913ef4c90319,HiCI: Hierarchical Construction-Integration for Long-Context Attention,3.545437914374743,5.0,0.20881281739022417,0.20221052742507456,-0.00660228996514961,good
cc2cba89-06d3-4a0e-89bd-da9e116b76ba,AlgoVeri: An Aligned Benchmark for Verified Code Generation on Classical Algorithms,3.816737444897515,4.5,0.20881281739022417,0.20248905537000894,-0.006323762020215229,good
d181687a-987b-42be-8b25-5ec69f43e4c2,R2-Router: A New Paradigm for LLM Routing with Reasoning,2.7343466054482914,3.75,0.20881281739022417,0.20257129516643835,-0.0062415222237858226,good
b6a263b2-7f32-4f5e-b7c0-b0b81b5e6c72,CONCUR: High-Throughput Agentic Batch Inference of LLM via Congestion-Based Concurrency Control,3.8025056435530784,4.5,0.20881281739022417,0.20263119400785268,-0.006181623382371493,good
ecaa45a7-9a09-49c2-9f84-be66c949c3fb,Gradient Flow Through Diagram Expansions: Learning Regimes and Explicit Solutions,3.780624568060369,4.5,0.20881281739022417,0.20285182409750646,-0.005960993292717709,good
a5b7eca8-783e-495f-b14d-27fcaaebee1e,A Penalty Approach for Differentiation Through Black-Box Quadratic Programming Solvers,3.728548602978919,4.5,0.20881281739022417,0.2033871439720697,-0.005425673418154475,good
e34116bc-5832-4121-8043-e6c3db1a8167,dnaHNet: A Scalable and Hierarchical Foundation Model for Genomic Sequence Learning,3.7172929699731188,4.5,0.20881281739022417,0.2035047444760666,-0.00530807291415758,good
32a9a1bf-fc3e-433d-855e-5d1a0149a10b,Stochastic Gradient Variational Inference with Price's Gradient Estimator from Bures-Wasserstein to Parameter Space,3.6024673023261764,4.5,0.20881281739022417,0.20474317327331254,-0.00406964411691163,good
116f1ad8-5257-4878-befa-00a94c31d4a7,MineDraft: A Framework for Batch Parallel Speculative Decoding,3.5688573037792635,4.5,0.20881281739022417,0.20511907344599417,-0.003693743944229999,good
c5310211-9ab2-414a-88cd-1164bc0c6353,Continual GUI Agents,2.203293041553644,4.0,0.20881281739022417,0.2051943784663729,-0.003618438923851275,good
59386b0e-204c-4c09-986a-109be4967508,Graph-GRPO: Training Graph Flow Models with Reinforcement Learning,2.289681488534697,4.0,0.20881281739022417,0.2052922397016157,-0.0035205776886084728,good
15a4dd11-c064-4856-8334-6a8cbc477d13,Conditionally Site-Independent Neural Evolution of Antibody Sequences,2.9257595037599677,3.75,0.20881281739022417,0.20534025288776514,-0.00347256450245903,good
8af66b7f-148e-4e46-958c-53d20970e979,Efficient Multi-round LLM Inference over Disaggregated Serving,2.3618446788916563,4.0,0.20881281739022417,0.2054071440406437,-0.0034056733495804736,good
018386fb-ec90-4305-93c3-0c6a2600557b,Evaluating Robustness of Reasoning Models on Parameterized Logical Problems,3.5381478028210194,4.5,0.20881281739022417,0.20546787463327731,-0.003344942756946856,good
2bbcc318-d570-4ffa-8fe8-1ad9edabd316,Hyperspectral Image Fusion with Spectral-Band and Fusion-Scale Agnosticism,2.402548130807645,4.0,0.20881281739022417,0.20548515576204673,-0.0033276616281774363,good
b50aab46-faff-4647-a9fd-dc3a7bde6dcb,Draft-Conditioned Constrained Decoding for Structured Generation in LLMs,2.9812705978890146,3.25,0.20881281739022417,0.2055934204049952,-0.0032193969852289672,good
19d39ade-4e50-45d4-9f8c-5fe2de51f458,Test-time Generalization for Physics through Neural Operator Splitting,3.522114831789408,4.5,0.20881281739022417,0.2056520110550899,-0.0031608063351342697,good
d64b00ae-2b0a-42ea-a92a-7259ef0e3ed5,Rel-MOSS: Towards Imbalanced Relational Deep Learning on Relational Databases,2.4886897882268832,4.0,0.20881281739022417,0.20568142108868562,-0.0031313963015385526,good
d25bbe55-1b73-4033-9f93-bcb23815180b,Chunk-Guided Q-Learning,2.5219769499646314,4.0,0.20881281739022417,0.20576854476275036,-0.0030442726274738097,good
d50ca57f-ac9a-438f-b0f5-fab02c8d64df,Transport Clustering: Solving Low-Rank Optimal Transport via Clustering,3.437786437070235,4.75,0.20881281739022417,0.20577660267609693,-0.003036214714127239,good
29b9a389-445f-4baa-b01f-abc885fa405d,GHOST: Unmasking Phantom States in Mamba2 via Grouped Hidden-state Output-aware Selection & Truncation,3.8714604868413574,4.333333333333333,0.20881281739022417,0.20584308393542317,-0.0029697334548010046,good
e6d5ae10-91fd-4650-b699-a00742ffd03d,Hard labels sampled from sparse targets mislead rotation invariant algorithms,3.8107321850861515,4.333333333333333,0.20881281739022417,0.20603048119436362,-0.0027823361958605464,good
60284531-a157-4bdf-81d4-0e8ed31e683d,JAEGER: Joint 3D Audio-Visual Grounding and Reasoning in Simulated Physical Environments,2.6255743779094125,4.0,0.20881281739022417,0.2060797050385059,-0.0027331123517182754,good
